Route,Arrival_Time,Duration,Total_Stops,Additional_Info,Airl_Air Asia,Airl_Air India,Airl_GoAir,Airl_IndiGo,Airl_Jet Airways,Airl_Jet Airways Business,Airl_Multiple carriers,Airl_Multiple carriers Premium economy,Airl_SpiceJet,Airl_Trujet,Airl_Vistara,Airl_Vistara Premium economy,Sour_Banglore,Sour_Chennai,Sour_Delhi,Sour_Kolkata,Sour_Mumbai,Dest_Banglore,Dest_Cochin,Dest_Delhi,Dest_Hyderabad,Dest_Kolkata,Dest_New Delhi,day_sin,day_cos,month_sin,month_cos,Dep_hour_sin,Dep_hour_cos,Price
"['BOM', 'RPR', 'VTZ', 'HYD']",19:10,545,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.44822608016490617,-0.893920231933478,9736
"['DEL', 'BOM', 'COK']",19:00 25 Jun,1530,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,-0.9945404404273636,-0.10435186799739504,10262
"['DEL', 'IDR', 'BOM', 'COK']",19:00,810,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,0.9873633231729737,0.1584729252989982,11664
"['BLR', 'DEL']",02:20 02 May,170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.07716457871446203,0.9970183688337039,4591
"['BLR', 'BOM', 'DEL']",19:10,305,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,6.123233995736766e-17,-0.565152571496999,-0.8249864065124524,13502
"['DEL', 'BOM', 'COK']",19:15,375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.31546931027271535,-0.9489357798481715,8372
"['BLR', 'DEL']",08:55,165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,0.9985458184535854,-0.053909632245632395,6121
"['BLR', 'DEL']",18:35,155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,-0.9001003353648385,-0.43568266694476776,5613
"['DEL', 'HYD', 'COK']",12:10,320,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.9871514017232036,-0.15978770314362206,5298
"['DEL', 'BOM', 'COK']",19:45,1050,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,0.5418624327185525,0.8404671938917856,15764
"['DEL', 'BLR', 'COK']",22:25,870,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.9046909189165733,-0.42606847011940024,6253
"['CCU', 'BOM', 'BLR']",12:00,375,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.9929051090611755,0.11890939576087065,8586
"['DEL', 'IXC', 'BOM', 'COK']",04:25 28 Mar,1325,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.9967559341278761,-0.08048358702782274,12273
"['BOM', 'HYD']",22:50,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,-0.5944450603495627,0.8041362261619637,2227
"['BLR', 'DEL']",22:50,180,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.8863351687216444,0.4630442405291033,5769
"['DEL', 'COK']",17:50,190,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-0.639494461744814,-0.7687957032903545,6216
"['DEL', 'BLR', 'COK']",07:45,345,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.507860257337409,0.8614394691544964,6386
"['DEL', 'BOM', 'COK']",19:15,555,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.4600907427347183,-0.8878718986710951,16108
"['CCU', 'BLR']",00:40 25 May,140,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,-0.36182597999874894,0.9322456544269567,3873
"['DEL', 'BOM', 'COK']",01:30 10 Apr,895,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,0.3754433436858726,-0.9268453461511105,6270
"['BLR', 'DEL']",23:55,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.6260893470097695,0.7797513254627275,5911
"['DEL', 'BOM', 'COK']",19:15,605,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,0.6577381223766592,-0.7532466809567944,15077
"['BLR', 'BOM', 'DEL']",11:25 02 Mar,890,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-0.759778558112681,0.6501819304104162,31825
"['CCU', 'KNU', 'BLR']",18:50,435,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.11824821993650479,-0.9929840675871129,8479
"['CCU', 'DEL', 'BLR']",09:05 13 May,1555,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.9491456322120914,-0.3148373688949731,9397
"['DEL', 'BOM', 'COK']",12:35 04 Jun,1655,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.6775651471942905,-0.7354627599733241,10262
"['DEL', 'COK']",08:50,195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.0,6.123233995736766e-17,0.9893861645100313,0.1453100735535198,4729
"['DEL', 'BOM', 'COK']",19:00 02 Jun,1530,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,-0.9945404404273636,-0.10435186799739504,14714
"['CCU', 'BLR']",19:50,155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,-0.9895788034349067,-0.1439923324081471,4804
"['CCU', 'BLR']",23:10,165,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,-0.776824590094043,0.6297170445725778,4804
"['BOM', 'HYD']",22:25,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,-0.6260893470097695,0.7797513254627275,2050
"['DEL', 'BOM', 'COK']",19:15,705,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.9310358376001073,-0.36492775874721645,8371
"['DEL', 'BOM', 'COK']",19:00,540,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.4600907427347183,-0.8878718986710951,12192
"['DEL', 'BOM', 'COK']",18:50,770,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,0.9996273555861296,-0.02729743511543999,14629
"['BLR', 'DEL']",21:20,175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,-0.9889956228231538,0.14794478036295194,4823
"['DEL', 'BOM', 'COK']",19:15,375,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-0.31546931027271535,-0.9489357798481715,14323
"['DEL', 'AMD', 'BOM', 'COK']",12:35 10 May,1390,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-0.3779106572132587,-0.9258420681545222,15129
"['DEL', 'BOM', 'COK']",21:00,860,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.9910567043063973,-0.13344140605277802,6758
"['DEL', 'BOM', 'COK']",19:15,615,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.6775651471942905,-0.7354627599733241,14848
"['BLR', 'BOM', 'NAG', 'DEL']",10:35 07 Mar,1670,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.9891917708578579,-0.14662755698399665,12358
"['BLR', 'DEL']",22:00,185,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.9740311084966399,0.22641422146324408,4030
"['CCU', 'BLR']",16:45,150,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,-0.586922993695564,-0.8096427604020411,4960
"['DEL', 'AMD', 'BOM', 'COK']",19:15 28 Mar,1595,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,-0.9413265533656265,-0.3374971406231322,8656
"['DEL', 'BOM', 'COK']",21:00,710,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,0.6577381223766592,-0.7532466809567944,14871
"['DEL', 'AMD', 'COK']",13:20,440,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.9996273555861296,-0.02729743511543999,4563
"['BOM', 'HYD']",22:45,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,-0.5944450603495627,0.8041362261619637,4784
"['BLR', 'DEL']",22:50,170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,-0.8170032826257373,0.5766330168996305,4823
"['MAA', 'CCU']",09:20,135,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.9532541807668106,-0.30216959948114724,3687
"['BLR', 'DEL']",18:10,175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,-0.7793342561260925,-0.626608424160089,7229
"['BLR', 'DEL']",10:10,180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.9491456322120914,-0.3148373688949731,7229
"['DEL', 'BLR', 'COK']",23:00,1010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,0.9985458184535854,-0.053909632245632395,7174
"['DEL', 'CCU', 'BOM', 'COK']",07:40 22 Mar,1490,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,0.9871514017232036,-0.15978770314362206,11071
"['DEL', 'BOM', 'COK']",21:00,965,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.9362816565961319,0.35125013810901595,6979
"['MAA', 'CCU']",10:15,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.9046909189165733,-0.42606847011940024,3850
"['CCU', 'BOM', 'BLR']",09:20 13 Jun,800,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.8170032826257373,0.5766330168996305,13044
"['DEL', 'BOM', 'COK']",04:25 19 May,450,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.7240820562661391,0.6897138361620708,12373
"['DEL', 'UDR', 'BOM', 'COK']",07:40 19 May,1100,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.3655476301831068,-0.9307926353745578,13801
"['BLR', 'DEL']",11:20,170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.8021526460214483,-0.5971190270631049,4823
"['DEL', 'TRV', 'COK']",06:50 10 Jun,1535,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0.9802457209617461,0.19778353454265732,6587
"['BOM', 'HYD']",21:40,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,-0.8092517642857829,0.5874619834511401,2227
"['CCU', 'DEL', 'BLR']",14:25 10 Jun,1285,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.983037814247797,-0.18340298732276367,14151
"['BLR', 'BOM', 'BHO', 'DEL']",23:25 02 Mar,2315,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.7692213554376801,-0.6389823990835883,25430
"['BLR', 'DEL']",00:05 28 Jun,175,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.6156498149087941,0.7880198635838869,4319
"['DEL', 'BOM', 'COK']",07:40 04 Mar,1660,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.8749817409708072,0.4841559180343614,14462
"['CCU', 'BOM', 'BLR']",10:05 22 May,1655,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.994258972314923,-0.1070004484629539,8586
"['CCU', 'GAU', 'BLR']",21:05,675,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0.5739097205677828,-0.8189185750963337,7662
"['BOM', 'HYD']",08:30,85,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.9532541807668106,-0.30216959948114724,4995
"['DEL', 'BOM', 'COK']",21:00,720,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0.6775651471942905,-0.7354627599733241,7408
"['BOM', 'HYD']",21:05,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,-0.9041227011520453,0.42727291192109224,5678
"['BOM', 'HYD']",21:05,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.9041227011520453,0.42727291192109224,5678
"['BLR', 'BOM', 'DEL']",00:45 02 Mar,950,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.7606437623468961,-0.6491695208516484,26890
"['BOM', 'BHO', 'DEL', 'HYD']",19:25 07 Mar,2245,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,0.9996273555861296,-0.02729743511543999,13904
"['DEL', 'ATQ', 'BOM', 'COK']",04:25 02 Jun,505,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,-0.8170032826257373,0.5766330168996305,15318
"['CCU', 'DEL', 'BLR']",22:40 16 May,1580,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,-0.7851416980953833,0.6193161663576191,8452
"['DEL', 'BOM', 'COK']",21:00,625,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0.3754433436858726,-0.9268453461511105,6314
"['CCU', 'DEL', 'BLR']",20:25,625,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.4600907427347183,-0.8878718986710951,10203
"['MAA', 'CCU']",10:35,135,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.8177704875523242,-0.5755444636936697,3597
"['DEL', 'BOM', 'COK']",19:15,535,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.4121636152466999,-0.911109847530346,8266
"['DEL', 'BOM', 'COK']",12:35 19 May,885,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.528362330082819,0.8490189916306079,12373
"['BLR', 'BOM', 'DEL']",21:20,435,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-0.565152571496999,-0.8249864065124524,36235
"['DEL', 'BOM', 'COK']",21:00,755,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.8100333975324802,-0.5863837437054228,14871
"['BLR', 'DEL']",20:45,180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.9979148065306217,-0.06454485964778242,7229
"['CCU', 'BLR']",00:50 25 Apr,155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,-0.3742086870257598,0.9273445198816117,4804
"['BLR', 'DEL']",22:55,175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,-0.8170032826257373,0.5766330168996305,7303
"['DEL', 'BOM', 'COK']",21:00,570,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.13146138499895615,-0.9913212921420361,13587
"['DEL', 'HYD', 'COK']",22:30,455,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.6696912352046767,-0.7426396498235428,7740
"['MAA', 'CCU']",17:05,145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-0.639494461744814,-0.7687957032903545,7295
"['DEL', 'BOM', 'COK']",01:35 04 Mar,440,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,-0.9925848728891395,0.1215535688972177,18916
"['DEL', 'BOM', 'COK']",19:15,385,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.1866748604862952,-0.9824217508088989,8266
"['DEL', 'BOM', 'COK']",04:25 19 May,1570,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.5418624327185525,0.8404671938917856,12373
"['DEL', 'HYD', 'COK']",22:30,555,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.35311977234744457,-0.9355781241442581,11188
"['CCU', 'DEL', 'BLR']",18:00,505,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.6061608279073047,-0.7953420966544716,14151
"['DEL', 'BOM', 'COK']",19:00,660,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.84725517612605,-0.5311860940646095,14714
"['BLR', 'DEL']",10:10,180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.9491456322120914,-0.3148373688949731,7229
"['DEL', 'BOM', 'COK']",04:25 28 Mar,1165,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.6775651471942905,-0.7354627599733241,12242
"['BLR', 'BOM', 'DEL']",12:25,325,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,0.9571936672587714,-0.2894482395173693,9134
"['BLR', 'DEL']",01:00 02 May,170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.3865250271867147,0.9222789184180182,3943
"['BLR', 'DEL']",12:45,165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.4600907427347183,-0.8878718986710951,6961
"['BOM', 'JDH', 'DEL', 'HYD']",16:35,500,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.825362543888311,-0.5646031094018309,23843
"['MAA', 'CCU']",12:00,135,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,0.5847644347191547,-0.8112031532776407,3597
"['DEL', 'BOM', 'COK']",21:00,480,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.31546931027271535,-0.9489357798481715,7408
"['BLR', 'DEL']",08:35,160,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.9957197078185813,0.09242436616866323,3257
"['BOM', 'HYD']",07:15,90,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.9929051090611755,0.11890939576087065,1965
